Product Mix Report - Chumley's ,,,,,,,,,,,,,,
01-01-2025 to 12-31-2025,,,,,,,,,,,,,,
Type,Name,Sold,Void,Comp,Price,Cost,Gross,Comps,Total Tax,Net,Gross Profit,Receipt Total,Category Name,Identifier
Item,Malibu,187,0,0,7.25,0,1356,24,0,1332,1332,1332,Liquor,
Item,CH Turkey Ciabatta ,4,0,0,17,0,72.08,0,4.08,68,68,72.08,Food,
Item,Bellini,9,0,0,12,0,108,0,0,108,108,108,Liquor,
Item,CH Carrots,11,0,0,9,0,104.4,9,5.4,90,90,95.4,Food,
Item,Nikka Miyagikyo,4,0,0,26,0,104,0,0,104,104,104,Liquor,
Item,Maggies Farm Rum,3,0,0,9,0,27,0,0,27,27,27,Liquor,
Item,Grand Marnier,13,0,0,11,0,143,0,0,143,143,143,Liquor,
Item,CH Pork & Mash,11,0,0,21,0,241.71,52.5,10.71,178.5,178.5,189.21,Food,
Item,Hot Chocolate,7,0,0,3.5,0,25.97,0,1.47,24.5,24.5,25.97,Beverage,
Item,D/ Pinot Noir,273,4,1,9,0,2466,103.5,0,2362.5,2362.5,2362.5,Wine,
Item,"CH Tin, Sardines Ravigote",8,0,0,16,0,135.68,0,7.68,128,128,135.68,Food,
Item,CH Stuffing,10,0,0,5,0,52.1,15,2.1,35,35,37.1,Food,
Item,CH Chocolate Semifreddo,12,0,0,9,0,113.13,22.5,5.13,85.5,85.5,90.63,Food,
Item,CH Pork Chop,15,0,0,25,0,393,75,18,300,300,318,Food,
Item,Italicus,12,0,0,15.5,0,186,47,0,139,139,139,Liquor,
Item,Limonata,164,0,0,12,0,1968,0,0,1968,1968,1968,Liquor,
Item,CH Sweet Potato,6,0,0,4,0,24.96,8,0.96,16,16,16.96,Food,
Item,CH Smoked Lox,23,0,2,13.28,0,350.06,31,18.06,301,301,319.06,Food,
Item,Tyrconnell Irish Whiskey,4,0,0,13,0,52,0,0,52,52,52,Liquor,
Item,In Cold Blood,28,0,0,15,0,420,0,0,420,420,420,Liquor,
Item,CH Mixed Nuts,6,0,0,3,0,18,3,0,15,15,15,Food,
Item,CH Meijillones y Chorizo,13,0,0,18,0,245.88,36,11.88,198,198,209.88,Food,
Item,Sinebrychoff Porter,1,1,0,8,0,8,0,0,8,8,8,Bottle Beer,
Item,Crown Apple,58,0,0,7.33,0,425,11,0,414,414,414,Liquor,
Item,Genepy,10,0,0,10.1,0,101,0,0,101,101,101,Liquor,
Item,CH Mozz Sticks,33,0,1,9,0,323.01,22.5,17.01,283.5,283.5,300.51,Food,
Item,Chambord,7,0,0,8.57,0,60,0,0,60,60,60,Liquor,
Item,D/ Pinot Grigio,71,0,0,9,0,639,0,0,639,639,639,Wine,
Item,D/ Rosato,175,0,0,12,0,2100,24,0,2076,2076,2076,Wine,
Item,D/ Rose,3,0,0,9,0,27,0,0,27,27,27,Wine,
Item,Monkey Shoulder,24,0,0,12.04,0,289,0,0,289,289,289,Liquor,
Item,CH Cajun Fries,79,1,1,8.56,0,724.03,34.5,39.03,650.5,650.5,689.53,Food,
Item,Johny Walker Black,67,0,0,9.52,0,638,0,0,638,638,638,Liquor,
Item,Edelweiss,1,0,0,13,0,13,0,0,13,13,13,Liquor,
Item,Pellehaut Armagnac,1,0,0,17,0,17,17,0,0,0,0,Liquor,
Item,Boulard Calvados,5,0,0,17.2,0,86,20,0,66,66,66,Liquor,
Item,Grey Goose,146,0,1,11.34,0,1667,16,0,1651,1651,1651,Liquor,
Item,Bloedlemon,7,0,0,11.71,0,82,0,0,82,82,82,Liquor,
Item,CH Salmon Burger,38,1,3,15.56,0,670.67,93.5,32.67,544.5,544.5,577.17,Food,
Item,William Hinton,12,0,0,10.25,0,123,8,0,115,115,115,Liquor,
Item,Titos,929,3,0,8.52,0,7915,127,0,7788,7788,7788,Liquor,
Item,CH Fish Sticks,42,0,3,11.62,0,549.01,89.5,26.01,433.5,433.5,459.51,Food,
Item,Basil Dark Rye,15,0,0,13.47,0,202,0,0,202,202,202,Liquor,
Item,CH Croquettes ,3,0,0,9,0,27.81,13.5,0.81,13.5,13.5,14.31,Food,
Item,CH Strawberries & Cream,6,0,0,7,0,43.68,14,1.68,28,28,29.68,Food,
Item,Montenegro Amaro,31,1,0,11.65,0,361,0,0,361,361,361,Liquor,
Item,Pride Gimlet,1,0,0,12,0,12,0,0,12,12,12,Liquor,
Item,N/A Spritz,231,1,0,10,0,2310,60,0,2250,2250,2250,Liquor,
Item,Virgin Mary,1,0,0,8,0,8,8,0,0,0,0,Beverage,
Item,Ch Nutella Sundae,12,0,0,6,0,75.78,9,3.78,63,63,66.78,Food,
Item,Pride punch,2417,17,1,7.1,0,17171,232,0,16939,16939,16939,Liquor,
Item,CH Torte,10,0,1,8,0,92.8,8,4.8,80,80,84.8,Food,
Side,CH Side of Fries,3,0,0,3,0,9.36,3,0.36,6,6,6.36,Food,
Modifier,Martini,1329,6,4,5,0,6665,122.5,0,6542.5,6542.5,6542.5,,
Modifier,Sour (Faba),329,1,0,4,0,1316,64,0,1252,1252,1252,,
Modifier,Indian,826,2,0,0,0,0,0,0,0,0,0,,
Modifier,Scapegrace,8,0,0,13.75,0,110,0,0,110,110,110,,
Modifier,Botanist,159,0,0,13.59,0,2161,54,0,2107,2107,2107,,
Modifier,Collins,60,1,0,4,0,240,0,0,240,240,240,,
Modifier,Negroni,379,1,0,5,0,1895,55,0,1840,1840,1840,,
Modifier,Old Fashioned,1036,4,0,3.62,0,3752,72,0,3680,3680,3680,,
Modifier,Gimlet,135,0,0,5,0,675,10,0,665,665,665,,
Modifier,Medi,343,0,0,0,0,0,0,0,0,0,0,,
Modifier,Margarita,154,0,0,4,0,616,4,0,612,612,612,,
Modifier,Roku,187,0,0,13.7,0,2562,0,0,2562,2562,2562,,
Modifier,Bluecoat,95,0,0,12.28,0,1167,24,0,1143,1143,1143,,
Modifier,Citrus,196,1,0,0,0,0,0,0,0,0,0,,
Modifier,Bloody Mix,39,0,0,2,0,78,0,0,78,78,78,,
Modifier,Tanqueray,203,1,0,12,0,2436,12,0,2424,2424,2424,,
Modifier,Monkey 47,84,0,0,16,0,1344,32,0,1312,1312,1312,,
Modifier,Sipsmith,11,0,0,15,0,165,0,0,165,165,165,,
Modifier,Spritz,141,2,0,4,0,564,20,0,544,544,544,,
Modifier,Coffee,49,0,0,3,0,147,9,0,138,138,138,,
Modifier,Bombay Sapphire,214,1,0,12,0,2568,36,0,2532,2532,2532,,
Modifier,Manhattan,449,1,0,5,0,2245,97.5,0,2147.5,2147.5,2147.5,,
Modifier,Daiquiri,65,0,0,4.62,0,300,0,0,300,300,300,,
Modifier,Cucumber,346,2,0,0,0,0,0,0,0,0,0,,
Modifier,Beefeater,132,0,0,10.39,0,1371,21,0,1350,1350,1350,,
Modifier,Hendricks,339,2,0,15,0,5085,30,0,5055,5055,5055,,
Modifier,Mojito,34,1,0,4,0,136,0,0,136,136,136,,
Modifier,Poloma,107,2,0,4,0,428,8,0,420,420,420,,
Modifier,Tonic,157,2,1,4,0,632,12,0,620,620,620,,
Modifier,Drumshambo,111,0,0,14.31,0,1588,28,0,1560,1560,1560,,
Modifier,Nat Light,73,0,0,0,0,0,0,0,0,0,0,,
Modifier,Last Word,94,0,0,6,0,564,24,0,540,540,540,,
Modifier,Business,225,0,0,4,0,900,24,0,876,876,876,,
Modifier,Aviation,102,0,0,5,0,510,40,0,470,470,470,,
Modifier,Barr Hill,20,0,0,15,0,300,15,0,285,285,285,,
Modifier,Bees Knees,97,1,0,4,0,388,24,0,364,364,364,,
Modifier,Side Salad,145,2,7,0,0,0,0,0,0,0,0,,
Modifier,Side Chips,326,1,11,0,0,0,0,0,0,0,0,,
Modifier,Sazerac,27,0,0,5,0,135,5,0,130,130,130,,
Modifier,Bay Breeze,38,0,0,1.68,0,64,0,0,64,64,64,,
Modifier,Empress,1,0,0,14,0,14,0,0,14,14,14,,
Modifier,French 75,16,0,0,5,0,80,5,0,75,75,75,,
Modifier,Mule,225,2,0,3,0,675,15,0,660,660,660,,
Modifier,Nolets,11,0,0,17,0,187,0,0,187,187,187,,
Modifier,Haymans,154,1,0,10,0,1540,0,0,1540,1540,1540,,
Modifier,Bloedlemoen,24,0,0,14,0,336,0,0,336,336,336,,
Modifier,Mahon,29,0,0,15,0,435,30,0,405,405,405,,
Modifier,White Russian,12,0,0,3,0,36,0,0,36,36,36,,
Modifier,French Tini #2,2,0,0,4,0,8,0,0,8,8,8,,
Modifier,Greyhound,39,0,0,2,0,78,2,0,76,76,76,,
Modifier,Cosmopolitan,44,0,0,4,0,176,0,0,176,176,176,,
Modifier,Boulavardier,20,0,0,5,0,100,15,0,85,85,85,,
Modifier,Cherry x4,14,0,0,1,0,14,1,0,13,13,13,,
Modifier,Plymouth,2,0,0,13,0,26,0,0,26,26,26,,
Modifier,Caipirinha,4,0,0,4,0,16,0,0,16,16,16,,
Modifier,NY Sour,16,0,0,5,0,80,30,0,50,50,50,,
Modifier,Spritz,1,0,0,3,0,3,0,0,3,3,3,,
Modifier,Salty Dog,12,0,0,2,0,24,0,0,24,24,24,,
Modifier,Fresh GF,18,0,0,2,0,36,0,0,36,36,36,,
Modifier,Sgroppino,1,0,0,3,0,3,0,0,3,3,3,,
Modifier,Hot Toddy,48,0,0,4,0,192,0,0,192,192,192,,
Modifier,Fresh OJ,54,0,1,2,0,110,4,0,106,106,106,,
Modifier,Cranberry,2,0,0,0,0,0,0,0,0,0,0,,
Modifier,Sidecar,41,0,0,4,0,164,0,0,164,164,164,,
Modifier,Mint Julep,6,0,0,5,0,30,0,0,30,30,30,,
Modifier,Sour (Plain),13,0,0,4,0,52,0,0,52,52,52,,
Modifier,Fries,12,0,1,3,0,41.16,3,2.16,36,36,38.16,,
Modifier,Lemon Drop,29,0,0,4,0,116,0,0,116,116,116,,
Modifier,Sbagliato,2,0,0,3,0,6,0,0,6,6,6,,
Modifier,Sunrise,10,0,0,1,0,10,0,0,10,10,10,,
Modifier,Plate,57,0,1,0,0,0,0,0,0,0,0,,
Modifier,Sausage,19,0,2,2.86,0,62.85,12.5,2.85,47.5,47.5,50.35,,
Modifier,Bacon,12,0,0,0,0,0,0,0,0,0,0,,
Modifier,To Go,2,0,0,0,0,0,0,0,0,0,0,,
Modifier,Sea Breeze,2,0,0,1,0,2,0,0,2,2,2,,
Modifier,Hemmingway,2,0,0,4,0,8,0,0,8,8,8,,
Modifier,Upcharge Fries,131,0,1,2.49,0,345.64,52.75,16.64,276.25,276.25,292.89,,
Modifier,Regular Price,12,1,0,0,0,0,0,0,0,0,0,,
Modifier,Donation,57,0,0,1.74,0,99,0,0,99,99,99,,
Modifier,Sweet Relish $,19,0,0,0.5,0,10.04,0.5,0.54,9,9,9.54,,
Modifier,Pickled Onion $,19,0,0,0.5,0,10.04,0.5,0.54,9,9,9.54,,
Modifier,Dijon Mustard,32,0,0,0,0,0,0,0,0,0,0,,
Modifier,Ketchup,83,1,4,0,0,0,0,0,0,0,0,,
Modifier,Sauerkraut $,23,0,0,0.5,0,12.16,0.5,0.66,11,11,11.66,,
Modifier,Yellow Mustard,49,0,1,0,0,0,0,0,0,0,0,,
Modifier,Chopped Onion $,59,1,6,0.5,0,34.1,5.5,1.6,27,27,28.6,,
Modifier,Cheese $,48,0,3,1,0,52.77,21.5,1.77,29.5,29.5,31.27,,
Modifier,Chili $,38,0,3,1,0,43.22,4,2.22,37,37,39.22,,
Modifier,Eastside,2,0,0,5,0,10,0,0,10,10,10,,
Modifier,Spicy Mustard,25,1,5,0,0,0,0,0,0,0,0,,
Modifier,Peppers $,17,1,3,0.5,0,10.43,3.25,0.43,6.75,6.75,7.18,,
Modifier,Planter's Punch,6,0,0,4,0,24,0,0,24,24,24,,
Modifier,French Tini #1,2,0,0,5,0,10,0,0,10,10,10,,
Modifier,Americano,1,0,0,0,0,0,0,0,0,0,0,,
Modifier,Jalapeno $,11,0,1,0.5,0,6.31,0.75,0.31,5.25,5.25,5.56,,
Modifier,Cornichons $,3,0,0,0.5,0,1.59,0,0.09,1.5,1.5,1.59,,
Modifier,Lime,1,0,0,0,0,0,0,0,0,0,0,,
Modifier,Pink,17,0,0,0,0,0,0,0,0,0,0,,
Modifier,No Color,5,0,0,0,0,0,0,0,0,0,0,,
Modifier,Red,7,0,0,0,0,0,0,0,0,0,0,,
